Search_Category,Search_Time,Search_Word,id
분식,2019-06-07 15:40:47.409235,떡볶이,0
한식,2019-06-07 16:15:07.798404,불고기,0
분식,2019-06-07 16:50:21.007684,떡볶이,0
분식,2019-06-07 17:39:53.635682,떡볶이,0
분식,2019-06-07 18:01:13.144317,떡볶이,0
중식,2019-06-08 00:50:38.672116,짬뽕,0
한식,2019-06-08 04:11:37.294660,떡갈비,0
분식,2019-06-08 13:24:42.800131,김밥,0
분식,2019-06-08 16:58:24.038037,김밥,0
한식,2019-06-08 18:15:18.590977,떡갈비,0
양식,2019-06-08 18:20:35.799027,스테이크,0
중식,2019-06-08 19:25:27.015300,팔보채,0
한식,2019-06-08 20:35:53.400519,불고기,0
한식,2019-06-08 20:41:36.821518,불고기,0
중식,2019-06-08 22:40:35.647090,자장면,0
일식,2019-06-09 00:46:42.133559,초밥,0
양식,2019-06-09 02:14:47.498035,스테이크,0
중식,2019-06-09 02:20:34.335299,짬뽕,0
양식,2019-06-09 02:39:43.375648,파스타,0
일식,2019-06-09 04:19:22.360645,라멘,0
분식,2019-06-09 05:35:04.461931,떡볶이,0
분식,2019-06-09 06:25:09.975155,튀김,0
중식,2019-06-09 08:59:24.844871,탕수육,0
한식,2019-06-09 11:41:57.677238,불고기,0
분식,2019-06-09 13:34:19.303276,순대,0
양식,2019-06-09 20:10:45.654068,오믈렛,0
분식,2019-06-09 20:19:20.143568,떡볶이,0
중식,2019-06-09 22:36:27.777900,팔보채,0
양식,2019-06-09 23:40:10.265865,피자,0
한식,2019-06-09 23:48:55.049621,불고기,0
분식,2019-06-10 02:13:06.807837,튀김,0
중식,2019-06-10 04:44:34.348018,자장면,0
일식,2019-06-10 06:08:27.392233,사시미,0
양식,2019-06-10 08:33:05.758735,피자,0
일식,2019-06-10 09:18:21.332608,사시미,0
중식,2019-06-10 10:09:53.965558,짬뽕,0
한식,2019-06-10 10:42:26.431467,김치전,0
일식,2019-06-10 11:17:35.891861,라멘,0
일식,2019-06-10 12:08:18.337152,초밥,0
양식,2019-06-10 14:20:30.036083,파스타,0
양식,2019-06-10 14:47:51.072760,샐러드,0
양식,2019-06-10 14:59:48.449615,스테이크,0
일식,2019-06-10 15:36:07.252421,사시미,0
중식,2019-06-10 15:38:13.343702,칠리새우,0
중식,2019-06-10 17:50:31.156228,팔보채,0
일식,2019-06-10 18:45:30.416885,사시미,0
양식,2019-06-10 21:43:58.428806,오믈렛,0
일식,2019-06-10 22:07:30.803929,초밥,0
한식,2019-06-10 23:10:34.021508,김치전,0
분식,2019-06-11 00:14:04.596548,떡볶이,0
중식,2019-06-11 01:55:42.219579,자장면,0
한식,2019-06-11 03:54:34.792757,불고기,0
일식,2019-06-11 05:12:34.637164,사시미,0
일식,2019-06-11 07:35:47.095286,텐동,0
일식,2019-06-11 08:16:12.864095,텐동,0
분식,2019-06-11 09:44:39.850729,오뎅,0
분식,2019-06-11 09:55:19.191819,튀김,0
일식,2019-06-11 16:33:25.122617,우동,0
양식,2019-06-11 16:47:53.885130,스테이크,0
한식,2019-06-11 16:48:48.177225,된장찌개,0
한식,2019-06-11 16:57:29.668780,불고기,0
분식,2019-06-11 16:59:43.583965,떡볶이,0
한식,2019-06-11 17:35:23.137554,불고기,0
일식,2019-06-11 21:40:12.223156,가츠동,0
한식,2019-06-11 23:15:32.057925,떡갈비,0
한식,2019-06-12 02:09:35.262701,불고기,0
한식,2019-06-12 06:29:28.549208,된장찌개,0
중식,2019-06-12 06:46:01.178073,짬뽕,0
분식,2019-06-12 12:42:45.557365,떡볶이,0
양식,2019-06-12 13:57:08.173911,스테이크,0
양식,2019-06-12 14:58:24.134818,파스타,0
양식,2019-06-12 15:21:06.606260,샐러드,0
일식,2019-06-12 15:44:58.315621,사시미,0
한식,2019-06-12 16:52:24.414172,된장찌개,0
분식,2019-06-12 18:16:30.733746,떡볶이,0
분식,2019-06-12 19:35:10.089458,김밥,0
분식,2019-06-12 22:43:01.617388,김밥,0
한식,2019-06-12 23:37:05.349176,불고기,0
분식,2019-06-13 01:52:07.391015,순대,0
중식,2019-06-13 03:29:56.535520,팔보채,0
분식,2019-06-13 04:37:28.860065,김밥,0
분식,2019-06-13 04:53:54.043795,오뎅,0
양식,2019-06-13 06:38:45.242590,파스타,0
일식,2019-06-13 07:28:33.771360,텐동,0
한식,2019-06-13 07:34:38.666825,불고기,0
한식,2019-06-13 09:14:44.796703,불고기,0
중식,2019-06-13 12:12:05.802870,짬뽕,0
중식,2019-06-13 18:16:13.180574,탕수육,0
분식,2019-06-13 18:43:40.734591,순대,0
분식,2019-06-13 20:35:38.647063,떡볶이,0
한식,2019-06-13 20:49:53.305786,김치전,0
분식,2019-06-14 02:08:06.917392,튀김,0
분식,2019-06-14 05:12:40.776418,튀김,0
한식,2019-06-14 06:42:55.830310,떡갈비,0
분식,2019-06-14 07:25:24.576532,튀김,0
양식,2019-06-14 10:30:47.938453,오믈렛,0
중식,2019-06-14 12:30:10.359347,칠리새우,0
중식,2019-06-14 12:35:33.572793,팔보채,0
중식,2019-06-14 14:16:36.114190,자장면,0
한식,2019-06-14 14:51:41.051688,김치전,0
중식,2019-06-07 15:24:03.812211,칠리새우,0
한식,2019-06-07 15:41:46.446203,된장찌개,0
한식,2019-06-07 15:42:04.761636,된장찌개,0
분식,2019-06-07 15:47:28.093870,튀김,0
한식,2019-06-07 15:53:24.723200,불고기,0
한식,2019-06-07 16:20:04.683065,된장찌개,0
한식,2019-06-07 16:20:52.899151,된장찌개,0
