Search_Category,Search_Time,Search_Word,id
분식,2019-06-07 17:27:47.027441,오뎅,3
분식,2019-06-07 19:08:34.691842,떡볶이,3
중식,2019-06-07 19:19:09.512200,짬뽕,3
일식,2019-06-07 22:25:30.428004,초밥,3
중식,2019-06-08 01:04:57.161304,팔보채,3
중식,2019-06-08 02:05:23.047870,자장면,3
일식,2019-06-08 02:44:58.417940,우동,3
한식,2019-06-08 02:48:35.047629,떡갈비,3
한식,2019-06-08 05:10:37.210001,김치전,3
중식,2019-06-08 10:27:01.611226,칠리새우,3
일식,2019-06-08 13:35:03.137903,초밥,3
분식,2019-06-08 14:18:00.840973,떡볶이,3
한식,2019-06-08 15:17:24.055214,김치전,3
한식,2019-06-08 17:49:12.738673,불고기,3
일식,2019-06-08 17:53:42.759180,가츠동,3
양식,2019-06-08 18:20:26.837494,스테이크,3
일식,2019-06-08 20:11:31.294763,라멘,3
양식,2019-06-08 21:04:18.620749,스테이크,3
한식,2019-06-09 00:06:10.329950,불고기,3
중식,2019-06-09 00:51:26.573298,칠리새우,3
분식,2019-06-09 00:52:43.077563,순대,3
일식,2019-06-09 01:27:41.523744,텐동,3
분식,2019-06-09 02:00:09.200479,떡볶이,3
양식,2019-06-09 06:39:12.644224,피자,3
분식,2019-06-09 08:58:30.753590,김밥,3
한식,2019-06-09 09:35:49.070504,김치전,3
양식,2019-06-09 10:00:48.154090,오믈렛,3
한식,2019-06-09 16:04:48.220648,불고기,3
일식,2019-06-09 16:25:53.510879,우동,3
한식,2019-06-09 18:09:43.692422,떡갈비,3
양식,2019-06-09 18:14:57.476794,스테이크,3
분식,2019-06-09 20:07:36.405201,순대,3
한식,2019-06-09 21:38:27.179958,된장찌개,3
일식,2019-06-09 23:24:48.485218,우동,3
양식,2019-06-10 05:17:39.963633,파스타,3
한식,2019-06-10 05:25:17.238040,불고기,3
양식,2019-06-10 07:39:29.474115,오믈렛,3
일식,2019-06-10 08:09:30.429321,사시미,3
한식,2019-06-10 09:31:12.372421,비빔밥,3
중식,2019-06-10 16:20:32.380606,칠리새우,3
일식,2019-06-10 16:25:23.749902,우동,3
일식,2019-06-10 18:19:15.138198,초밥,3
분식,2019-06-10 20:11:26.362943,오뎅,3
중식,2019-06-10 20:23:30.114621,칠리새우,3
한식,2019-06-10 22:48:00.158640,떡갈비,3
분식,2019-06-11 00:39:02.169137,오뎅,3
중식,2019-06-11 00:56:42.594235,자장면,3
양식,2019-06-11 01:22:40.870815,파스타,3
한식,2019-06-11 02:24:00.980740,불고기,3
일식,2019-06-11 03:35:12.930108,초밥,3
일식,2019-06-11 04:50:59.339588,초밥,3
중식,2019-06-11 06:46:02.355016,자장면,3
중식,2019-06-11 08:14:03.492321,짬뽕,3
