Search_Category,Search_Time,Search_Word,id
분식,2019-06-07 19:03:51.509635,오뎅,1
한식,2019-06-07 21:01:31.747941,불고기,1
일식,2019-06-07 21:04:50.373613,라멘,1
분식,2019-06-07 23:48:32.808967,순대,1
중식,2019-06-08 00:24:14.830907,팔보채,1
한식,2019-06-08 02:15:02.523082,김치전,1
양식,2019-06-08 02:57:09.169445,스테이크,1
일식,2019-06-08 04:12:18.875376,텐동,1
일식,2019-06-08 04:34:33.036686,사시미,1
분식,2019-06-08 05:03:45.383304,오뎅,1
양식,2019-06-08 05:11:23.716831,오믈렛,1
일식,2019-06-08 06:05:32.514599,우동,1
중식,2019-06-08 06:12:34.346358,팔보채,1
일식,2019-06-08 07:43:29.747855,가츠동,1
한식,2019-06-08 10:05:05.708753,된장찌개,1
분식,2019-06-08 10:45:41.636693,떡볶이,1
중식,2019-06-08 11:19:52.006172,탕수육,1
한식,2019-06-08 16:07:07.273527,된장찌개,1
한식,2019-06-08 17:17:45.445184,떡갈비,1
한식,2019-06-08 19:21:54.907158,불고기,1
일식,2019-06-09 00:08:01.026593,초밥,1
분식,2019-06-09 03:40:17.203646,김밥,1
양식,2019-06-09 03:52:15.559090,샐러드,1
양식,2019-06-09 06:57:18.350634,피자,1
양식,2019-06-09 07:37:36.649600,햄버거,1
분식,2019-06-09 08:36:05.941777,순대,1
일식,2019-06-09 08:46:47.191216,우동,1
분식,2019-06-09 09:58:57.668497,오뎅,1
양식,2019-06-09 10:07:16.723672,샐러드,1
한식,2019-06-09 10:35:56.032636,불고기,1
양식,2019-06-09 11:33:59.218882,햄버거,1
한식,2019-06-09 11:37:34.295518,비빔밥,1
일식,2019-06-09 18:13:02.390872,사시미,1
한식,2019-06-09 20:02:11.490392,비빔밥,1
일식,2019-06-10 00:22:04.538161,가츠동,1
분식,2019-06-10 00:48:47.730970,튀김,1
분식,2019-06-10 01:46:32.550063,오뎅,1
분식,2019-06-10 03:04:41.870184,순대,1
일식,2019-06-10 05:11:54.060285,라멘,1
중식,2019-06-10 06:43:03.477699,자장면,1
중식,2019-06-10 09:05:08.157514,칠리새우,1
분식,2019-06-10 10:15:23.375129,떡볶이,1
일식,2019-06-10 10:19:14.666316,우동,1
양식,2019-06-10 10:29:57.765402,오믈렛,1
중식,2019-06-10 14:19:57.187986,팔보채,1
중식,2019-06-10 15:23:52.933697,팔보채,1
한식,2019-06-10 17:28:04.318091,불고기,1
한식,2019-06-10 18:01:58.352312,불고기,1
분식,2019-06-10 21:20:50.394833,떡볶이,1
분식,2019-06-11 00:09:39.555128,떡볶이,1
한식,2019-06-11 04:00:25.423590,불고기,1
중식,2019-06-11 04:07:06.718856,칠리새우,1
한식,2019-06-11 04:45:16.597107,불고기,1
중식,2019-06-11 05:34:43.605011,짬뽕,1
중식,2019-06-11 05:38:11.607395,짬뽕,1
양식,2019-06-11 07:34:06.687877,스테이크,1
양식,2019-06-11 08:03:15.398023,오믈렛,1
한식,2019-06-11 09:00:03.652809,김치전,1
분식,2019-06-11 09:21:47.063081,튀김,1
한식,2019-06-11 13:11:58.964854,된장찌개,1
한식,2019-06-11 13:29:11.048561,불고기,1
분식,2019-06-11 14:16:03.626933,튀김,1
분식,2019-06-11 19:32:06.123839,떡볶이,1
양식,2019-06-11 23:24:08.394243,스테이크,1
분식,2019-06-11 23:34:41.287613,김밥,1
분식,2019-06-12 02:40:42.230670,순대,1
일식,2019-06-12 03:56:18.418061,우동,1
한식,2019-06-12 04:53:09.159027,된장찌개,1
분식,2019-06-12 09:09:49.512040,떡볶이,1
양식,2019-06-12 11:22:18.688062,햄버거,1
중식,2019-06-12 13:48:30.439719,팔보채,1
일식,2019-06-12 16:26:19.020138,가츠동,1
중식,2019-06-12 17:46:54.293233,짬뽕,1
일식,2019-06-12 17:58:37.560249,라멘,1
양식,2019-06-12 22:00:33.676516,햄버거,1
한식,2019-06-13 00:33:54.694511,김치전,1
양식,2019-06-13 00:36:09.021840,스테이크,1
분식,2019-06-13 02:55:29.072351,오뎅,1
중식,2019-06-13 03:12:01.765880,짬뽕,1
한식,2019-06-13 06:37:56.250486,김치전,1
일식,2019-06-13 07:34:45.942422,가츠동,1
분식,2019-06-13 08:37:25.042538,김밥,1
일식,2019-06-13 12:26:48.064448,초밥,1
일식,2019-06-13 12:27:19.299829,사시미,1
분식,2019-06-13 14:15:14.738408,떡볶이,1
양식,2019-06-13 14:21:57.714635,오믈렛,1
양식,2019-06-13 16:39:22.597285,파스타,1
한식,2019-06-13 17:50:49.715668,비빔밥,1
중식,2019-06-13 18:07:58.529291,자장면,1
일식,2019-06-13 18:18:16.685147,사시미,1
중식,2019-06-13 19:03:47.878229,팔보채,1
한식,2019-06-13 21:13:23.235456,떡갈비,1
중식,2019-06-14 04:21:40.771812,짬뽕,1
일식,2019-06-14 05:07:18.810469,사시미,1
중식,2019-06-14 08:10:58.318235,칠리새우,1
중식,2019-06-14 09:55:30.964467,짬뽕,1
분식,2019-06-14 10:28:48.725952,오뎅,1
중식,2019-06-14 11:59:19.152453,칠리새우,1
양식,2019-06-14 13:53:23.667850,샐러드,1
한식,2019-06-07 17:09:25.444979,떡갈비,1
한식,2019-06-07 18:05:32.696955,떡갈비,1
한식,2019-06-07 19:11:01.559501,불고기,1
한식,2019-06-07 20:37:18.504410,불고기,1
한식,2019-06-07 21:01:07.711021,떡갈비,1
한식,2019-06-07 22:12:10.833171,불고기,1
한식,2019-06-08 00:02:01.509868,떡갈비,1
한식,2019-06-08 02:29:04.970262,불고기,1
한식,2019-06-08 04:57:49.091301,불고기,1
한식,2019-06-08 05:00:52.440153,김치전,1
한식,2019-06-08 06:13:35.142146,불고기,1
한식,2019-06-08 07:14:53.004315,불고기,1
한식,2019-06-08 07:35:34.787470,김치전,1
한식,2019-06-08 07:57:10.434737,떡갈비,1
한식,2019-06-08 08:18:15.572162,김치전,1
한식,2019-06-08 08:53:31.844140,떡갈비,1
한식,2019-06-08 09:43:40.406589,김치전,1
한식,2019-06-08 12:56:12.286581,떡갈비,1
한식,2019-06-08 16:16:49.880045,불고기,1
한식,2019-06-08 17:18:12.996408,떡갈비,1
한식,2019-06-08 20:00:32.664564,불고기,1
한식,2019-06-08 20:22:27.215726,김치전,1
한식,2019-06-08 23:09:11.674464,불고기,1
한식,2019-06-09 00:28:15.179447,떡갈비,1
한식,2019-06-09 02:29:28.173917,불고기,1
한식,2019-06-09 03:33:38.142050,김치전,1
한식,2019-06-09 04:33:01.331885,떡갈비,1
한식,2019-06-09 11:13:51.382854,불고기,1
한식,2019-06-09 11:31:04.717949,김치전,1
한식,2019-06-09 14:53:09.798734,떡갈비,1
한식,2019-06-09 20:55:05.701049,김치전,1
한식,2019-06-09 22:00:41.147873,김치전,1
한식,2019-06-09 22:57:27.152335,떡갈비,1
한식,2019-06-09 23:54:18.512917,김치전,1
한식,2019-06-10 01:40:17.265592,불고기,1
한식,2019-06-10 03:15:58.005606,김치전,1
한식,2019-06-10 03:18:22.994595,불고기,1
