Search_Category,Search_Time,Search_Word,id
양식,2019-06-07 15:36:00.406020,스테이크,4
중식,2019-06-07 16:17:24.647361,탕수육,4
분식,2019-06-07 17:30:20.219203,오뎅,4
분식,2019-06-07 22:41:26.326350,오뎅,4
한식,2019-06-08 01:47:04.265405,불고기,4
중식,2019-06-08 03:49:40.914339,칠리새우,4
중식,2019-06-08 04:04:40.986977,짬뽕,4
일식,2019-06-08 05:45:00.130466,초밥,4
분식,2019-06-08 08:55:31.614453,순대,4
분식,2019-06-08 09:10:15.470226,오뎅,4
일식,2019-06-08 12:59:26.652203,우동,4
한식,2019-06-08 14:11:19.051278,떡갈비,4
한식,2019-06-08 16:00:52.382577,김치전,4
한식,2019-06-08 17:22:13.527967,김치전,4
중식,2019-06-08 17:25:36.689364,짬뽕,4
일식,2019-06-08 18:13:15.468510,사시미,4
양식,2019-06-08 23:53:33.817426,샐러드,4
일식,2019-06-09 02:21:44.522372,초밥,4
한식,2019-06-09 03:57:20.583835,비빔밥,4
분식,2019-06-09 05:24:18.624063,오뎅,4
중식,2019-06-09 07:33:17.311326,칠리새우,4
중식,2019-06-09 09:10:37.784335,팔보채,4
양식,2019-06-09 10:46:46.528365,샐러드,4
일식,2019-06-09 11:08:20.016530,우동,4
일식,2019-06-09 12:32:04.851837,라멘,4
분식,2019-06-09 13:28:05.778135,떡볶이,4
일식,2019-06-09 13:56:24.776546,우동,4
중식,2019-06-09 16:39:57.309996,짬뽕,4
양식,2019-06-09 17:08:10.697583,햄버거,4
중식,2019-06-09 18:34:08.421555,자장면,4
중식,2019-06-09 19:04:24.546085,칠리새우,4
양식,2019-06-09 19:13:44.937549,오믈렛,4
한식,2019-06-09 20:40:22.695191,김치전,4
일식,2019-06-09 21:05:00.942128,우동,4
중식,2019-06-09 21:49:47.977959,칠리새우,4
일식,2019-06-10 00:16:30.999365,우동,4
양식,2019-06-10 01:51:53.379297,스테이크,4
분식,2019-06-10 02:06:20.403863,떡볶이,4
중식,2019-06-10 02:12:11.813621,팔보채,4
