Search_Category,Search_Time,Search_Word,id
중식,2019-06-04 03:58:50.757139,자장면,0
중식,2019-06-04 07:46:13.949917,칠리새우,0
일식,2019-06-04 09:19:48.104375,사시미,0
한식,2019-06-04 10:06:04.982810,불고기,0
중식,2019-06-04 10:19:54.863666,짬뽕,0
분식,2019-06-04 13:15:22.994570,떡볶이,0
일식,2019-06-04 14:00:24.145155,사시미,0
분식,2019-06-04 17:48:49.098007,오뎅,0
양식,2019-06-04 21:56:49.714723,샐러드,0
한식,2019-06-05 00:21:34.982371,떡갈비,0
일식,2019-06-05 00:48:34.228975,텐동,0
중식,2019-06-05 02:02:11.371615,칠리새우,0
양식,2019-06-05 06:45:35.412976,파스타,0
중식,2019-06-05 11:56:12.017263,칠리새우,0
일식,2019-06-05 14:13:05.539012,초밥,0
양식,2019-06-05 14:37:21.811319,샐러드,0
분식,2019-06-05 14:39:27.645278,떡볶이,0
일식,2019-06-05 15:10:58.595863,가츠동,0
한식,2019-06-05 17:36:04.077648,불고기,0
분식,2019-06-05 18:39:05.735841,순대,0
일식,2019-06-05 18:45:57.794177,가츠동,0
한식,2019-06-05 20:03:35.693146,김치전,0
양식,2019-06-05 20:57:10.010821,햄버거,0
분식,2019-06-05 22:07:45.978223,김밥,0
양식,2019-06-05 22:29:17.908963,샐러드,0
양식,2019-06-06 00:56:03.612442,스테이크,0
분식,2019-06-06 02:25:40.757392,튀김,0
분식,2019-06-06 03:16:57.383230,김밥,0
중식,2019-06-06 03:27:38.820012,칠리새우,0
한식,2019-06-06 05:17:52.680012,불고기,0
분식,2019-06-06 06:07:38.073269,김밥,0
한식,2019-06-06 06:50:47.743825,김치전,0
양식,2019-06-06 11:04:43.886614,스테이크,0
한식,2019-06-06 12:25:17.374006,떡갈비,0
분식,2019-06-06 13:08:13.758758,튀김,0
일식,2019-06-06 13:17:51.528753,우동,0
중식,2019-06-06 14:38:36.376916,짬뽕,0
양식,2019-06-06 19:56:49.804674,스테이크,0
양식,2019-06-06 21:20:33.525903,피자,0
한식,2019-06-06 23:35:39.050978,비빔밥,0
분식,2019-06-07 00:50:28.379384,순대,0
양식,2019-06-07 01:20:18.160678,스테이크,0
양식,2019-06-07 01:27:06.037216,스테이크,0
분식,2019-06-07 01:53:04.674214,김밥,0
중식,2019-06-07 01:54:52.995905,짬뽕,0
분식,2019-06-07 02:02:07.249920,떡볶이,0
중식,2019-06-07 03:14:25.098686,짬뽕,0
양식,2019-06-07 04:08:01.583172,스테이크,0
중식,2019-06-07 04:21:28.205384,짬뽕,0
일식,2019-06-07 05:39:50.962293,사시미,0
분식,2019-06-07 06:47:04.491668,김밥,0
분식,2019-06-07 09:11:14.010712,순대,0
양식,2019-06-07 09:52:06.536625,파스타,0
양식,2019-06-07 14:52:25.766489,햄버거,0
한식,2019-06-07 14:56:23.658135,김치전,0
양식,2019-06-07 17:38:41.126439,오믈렛,0
양식,2019-06-07 19:02:11.393953,스테이크,0
분식,2019-06-07 19:58:29.234644,순대,0
분식,2019-06-07 20:33:57.252882,튀김,0
한식,2019-06-08 00:55:51.690743,떡갈비,0
중식,2019-06-08 09:01:37.368122,칠리새우,0
양식,2019-06-08 11:34:13.235998,스테이크,0
한식,2019-06-08 14:16:08.038616,된장찌개,0
양식,2019-06-08 17:04:51.215686,피자,0
중식,2019-06-08 17:16:53.893788,짬뽕,0
일식,2019-06-08 18:09:12.124771,초밥,0
일식,2019-06-08 20:06:50.750111,우동,0
양식,2019-06-08 20:09:00.985342,샐러드,0
일식,2019-06-08 22:09:44.352266,사시미,0
중식,2019-06-08 23:18:26.286185,짬뽕,0
양식,2019-06-08 23:43:35.054434,파스타,0
일식,2019-06-09 01:19:03.766129,텐동,0
한식,2019-06-09 01:36:53.346767,떡갈비,0
일식,2019-06-09 02:06:45.039595,사시미,0
분식,2019-06-09 04:18:39.290470,순대,0
일식,2019-06-09 06:39:44.661914,사시미,0
중식,2019-06-09 10:51:47.586845,팔보채,0
중식,2019-06-09 12:28:28.643322,짬뽕,0
중식,2019-06-09 12:38:07.041770,칠리새우,0
일식,2019-06-09 13:11:11.597887,우동,0
일식,2019-06-09 16:33:06.354620,우동,0
양식,2019-06-09 19:29:01.261544,스테이크,0
중식,2019-06-09 23:23:14.512293,짬뽕,0
일식,2019-06-10 00:24:27.898343,우동,0
일식,2019-06-10 01:46:12.811893,라멘,0
분식,2019-06-10 03:19:14.536790,튀김,0
양식,2019-06-10 06:28:52.447972,오믈렛,0
일식,2019-06-10 07:52:55.146111,가츠동,0
양식,2019-06-10 09:40:07.325185,스테이크,0
일식,2019-06-10 12:40:55.432499,우동,0
한식,2019-06-10 14:31:42.382786,불고기,0
한식,2019-06-10 17:41:50.223540,떡갈비,0
일식,2019-06-10 18:28:09.218217,초밥,0
한식,2019-06-10 19:43:02.573692,불고기,0
분식,2019-06-10 20:51:05.583192,김밥,0
한식,2019-06-10 20:51:07.308707,불고기,0
양식,2019-06-10 22:15:15.029767,스테이크,0
중식,2019-06-10 23:21:41.597342,팔보채,0
중식,2019-06-11 00:25:07.122403,칠리새우,0
한식,2019-06-06 20:18:39.773471,김치전,0
한식,2019-06-06 22:02:41.296510,김치전,0
한식,2019-06-06 22:04:36.022084,떡갈비,0
한식,2019-06-06 22:10:02.322084,떡갈비,0
일식,2019-06-06 22:18:50.691426,초밥,0
한식,2019-06-06 22:28:36.112589,떡갈비,0
한식,2019-06-06 22:29:25.881101,떡갈비,0
한식,2019-06-06 22:30:33.182882,떡갈비,0
한식,2019-06-06 22:31:42.416812,김치전,0
한식,2019-06-06 22:32:59.864970,떡갈비,0
한식,2019-06-06 22:34:27.635364,떡갈비,0
한식,2019-06-06 22:34:39.434690,떡갈비,0
한식,2019-06-06 22:34:47.077723,떡갈비,0
분식,2019-06-06 22:49:48.547323,오뎅,0
한식,2019-06-06 23:02:42.091687,떡갈비,0
한식,2019-06-06 23:33:34.043039,떡갈비,0
한식,2019-06-06 23:49:25.436310,떡갈비,0
한식,2019-06-06 23:51:35.315564,떡갈비,0
한식,2019-06-06 23:51:43.081069,떡갈비,0
한식,2019-06-06 23:52:36.265484,떡갈비,0
한식,2019-06-07 00:26:33.162192,떡갈비,0
한식,2019-06-07 00:29:34.829492,김치전,0
한식,2019-06-07 00:30:19.240124,김치전,0
분식,2019-06-07 01:32:58.730748,오뎅,0
중식,2019-06-07 01:39:57.917292,짬뽕,0
한식,2019-06-07 02:32:46.489094,떡갈비,0
한식,2019-06-07 02:46:13.722955,떡갈비,0
한식,2019-06-07 02:49:10.529309,떡갈비,0
한식,2019-06-07 02:52:17.166419,김치전,0
중식,2019-06-07 02:52:28.701866,칠리새우,0
한식,2019-06-07 09:47:54.706225,비빔밥,0
한식,2019-06-07 09:49:45.543235,된장찌개,0
한식,2019-06-07 09:52:07.140339,불고기,0
한식,2019-06-07 09:55:12.223152,김치전,0
한식,2019-06-07 09:58:07.944441,된장찌개,0
한식,2019-06-07 10:19:13.062022,된장찌개,0
한식,2019-06-07 10:25:43.729603,된장찌개,0
한식,2019-06-07 10:26:13.044907,된장찌개,0
분식,2019-06-07 10:29:43.951626,순대,0
한식,2019-06-07 10:31:22.164541,된장찌개,0
